,Unnamed: 0,user,location,text,tweets
1099,1099,_innercompass,United States,"Despite what we’ve been told, #research has never found a biological basis for ""#mentalillness"". If you have a… https://t.co/cLR0YljJgd",despite what we  ve been told  research ha never found a biological basis for  mentalillness   if you have a  
1100,1100,Xena61989690,,"Im going to be vulnerable, here... I was diagnosed with schizophrenia and PTSD this month, with panic disorder, dep… https://t.co/CJqygVXuQi",im going to be vulnerable  here  i wa diagnosed with schizophrenia and ptsd this month  with panic disorder  dep  
1101,1101,bigwinged,,"Not having been diagnosed with any kind of neurodivergence (beyond the catchall ""depression"") due to age/gender/rur… https://t.co/dEzOypc3ot",not having been diagnosed with any kind of neurodivergence  beyond the catchall  depression   due to age  gender  rur  
1102,1102,BowlCutApolgist,Santa Cruz,@reapTHYtruth @IshraqMJ @Vallam13 @jonahloeb @AirisDamon @BewilderedOwl93 @zei_squirrel Actually as a cosmetologist… https://t.co/908KYUjOBa,actually a a cosmetologist  
1103,1103,TTRPG_Ben,"suburbs of Atlanta, GA, USA","Ok, so I've seen a decent number of folks answering this, so here's mine:

1: completed my masters degree in biolog… https://t.co/jAsBWRS975",ok  so ive seen a decent number of folk answering this  so heres mine  1  completed my master degree in biolog  
1104,1104,awesome_drew,Makati City,"After being diagnosed with depression, my therapist advised me to go back to what I love doing. So here I am watchi… https://t.co/8WhfKNTT8w",after being diagnosed with depression  my therapist advised me to go back to what i love doing  so here i am watchi  
1105,1105,nerurume,,Literally what is wrong with me my psych diagnosed me with depression  anxiety and highly likely bpd which they hat… https://t.co/ZpzxKyJXnU,literally what is wrong with me my psych diagnosed me with depression anxiety and highly likely bpd which they hat  
1106,1106,Bruh33425870,,@Spaghet81893669 @chonk_y @Max_Wotring @weesterner @Corpse_Husband Wrong. I'm self diagnosed with extreme depressio… https://t.co/2U19Pt6CLt,wrong  im self diagnosed with extreme depressio  
1107,1107,_caramellatae,Minor // Any Pronouns ,"See the thing is my depression is bad okay I know it is, it isnt even self  diagnosed i have gone to therapy taken… https://t.co/8cNCXpkrkB",see the thing is my depression is bad okay i know it is  it isnt even self diagnosed i have gone to therapy taken  
1108,1108,nanohonono,the minamoto household,"lol so just found out that vitamin D has a relationship to mental disorders.

me: *has diagnosed depression/anxiety… https://t.co/CNIX6yaE2W",lol so just found out that vitamin d ha a relationship to mental disorder  me   ha diagnosed depression  anxiety  
1109,1109,Cherrymelo_,I love you,"@ThePrincessYT Worst year ever. 
Diagnosed with depression 
My whole family got COVID but all survived 
My friends… https://t.co/1QZXp0KSn4",worst year ever  diagnosed with depression my whole family got covid but all survived my friend  
1110,1110,daisy_chanxx,"California, USA","@AdultingADHD I was actually diagnosed finally (learned that I have PTSD, anxiety, and depression and have also learned some tools to cope)",i wa actually diagnosed finally  learned that i have ptsd  anxiety  and depression and have also learned some tool to cope 
1111,1111,kula3h,23 | she/they | UK,I absolutely love how you can pinpoint when I was diagnosed with depression just using my Nintendo Year In Review g… https://t.co/SnFWTBiEfN,i absolutely love how you can pinpoint when i wa diagnosed with depression just using my nintendo year in review g  
1112,1112,CouncilCasa,,"This voice is a real bitch at times, let me tell you. She’s the same voice saying I’m too privileged to be depresse… https://t.co/pL6fEIPoTY",this voice is a real bitch at time  let me tell you  she  s the same voice saying i  m too privileged to be depresse  
1113,1113,peegril,a hole in the earths core,@cyberslutzz u said nothing wrong tho- like as someone whos been diagnosed with depression when im in a funk instea… https://t.co/8pxzRsOJrv,u said nothing wrong tho  like a someone who been diagnosed with depression when im in a funk instea  
1114,1114,LillyTheLegend,"La Crosse, WI",- Other diagnosed disorders such as Bipolar Disorder and Depression (although I’d argue that they all fall under a… https://t.co/ym6YEXG7if, other diagnosed disorder such a bipolar disorder and depression  although i  d argue that they all fall under a  
1115,1115,SereneCurls_,Dreamville,"@Duhart478 yes majority of people have depression anxiety etc which are mental illnesses, but no one seeks help for… https://t.co/rT8QBKXaiu",yes majority of people have depression anxiety etc which are mental illness  but no one seek help for  
1116,1116,jess_a_p,,"Me: *is diagnosed with depression*

Also me: *googles “do I have depression” because what if I’m just dramatic*",me   is diagnosed with depression  also me   google  do i have depression  because what if i  m just dramatic 
1117,1117,BelleChere,"Portland, ME","PTSD is a helluva thing. I went undiagnosed for most of my life. Depression, sure, but I thought the term was reser… https://t.co/QbFj0pMD2i",ptsd is a helluva thing  i went undiagnosed for most of my life  depression  sure  but i thought the term wa reser  
1118,1118,bunduhide,South Africa,"A family friend and big sister to me told me she is in hospital and has been diagnosed with depression..

Yazi Im w… https://t.co/Xgewi0qFAO",a family friend and big sister to me told me she is in hospital and ha been diagnosed with depression  yazi im w  
1119,1119,soot_lyrics,,"did you know i've also got depression?
i'm self-diagnosed, thought i should mention
i thought you could be the one to fix me",did you know ive also got depression  im selfdiagnosed  thought i should mention i thought you could be the one to fix me
1120,1120,prushka_boi,北京,I had been diagnosed with mental depression. Now cant seek meaning in life.,i had been diagnosed with mental depression  now cant seek meaning in life 
1121,1121,illiteratehimbo,"Boulder, CO",Having diagnosed depressed is not the cornerstone of my personality but clowning on my depression is bc everything… https://t.co/X0ezUXG0mu,having diagnosed depressed is not the cornerstone of my personality but clowning on my depression is bc everything  
1122,1122,annibyniall,Shermer ,A robot has diagnosed my depression real quick here https://t.co/gJQoAY07pE,a robot ha diagnosed my depression real quick here 
1123,1123,wtfkags,she/her,"@uhkerman i’ve diagnosed to depression since 2016 &amp; I thought i’m okay now, i was struggling to breathe these past… https://t.co/prBxMeJ1NM",i  ve diagnosed to depression since 2016  i thought i  m okay now  i wa struggling to breathe these past  
1124,1124,wtfkags,she/her,"@gintckist i’ve diagnosed to depression since 2016 &amp; I thought i’m okay now, i was struggling to breathe these past… https://t.co/jw26pqbgQx",i  ve diagnosed to depression since 2016  i thought i  m okay now  i wa struggling to breathe these past  
1125,1125,wtfkags,she/her,"@CATB0YSHOTO i’ve diagnosed to depression since 2016 &amp; I thought i’m okay now, i was struggling to breathe these pa… https://t.co/2yfvuSKZ4Q",i  ve diagnosed to depression since 2016  i thought i  m okay now  i wa struggling to breathe these pa  
1126,1126,karenaspwriter,"Fort Wayne, IN",One way to quell anxiety and depression during crazy times: Focus on past successes. Doing this versus focusing on… https://t.co/pcKQKr5DLk,one way to quell anxiety and depression during crazy time  focus on past success  doing this versus focusing on  
1127,1127,anishfe,MY,"I was been diagnosed with major depressive disorder and recently persistent depresive disorder.. bila check, am I h… https://t.co/3TxXczyuKS",i wa been diagnosed with major depressive disorder and recently persistent depresive disorder  bila check  am i h  
1128,1128,deijigj,,I have a feeling that it’s more than just depression but I just say it depression because that’s the shit I was diagnosed with 7 years ago 💀,i have a feeling that it  s more than just depression but i just say it depression because that  s the shit i wa diagnosed with 7 year ago 
1129,1129,creepie_creechr,,@carter_kasen @flowers4corpse Lmao unlike 90% of people I’ve spent time in mental facilities and have been diagnose… https://t.co/Yxnvc5qki0,lmao unlike 90  of people i  ve spent time in mental facility and have been diagnose  
1130,1130,Avana__,Snoozing under a tree ♡,@reirianaa Ofc! I've been struggling with depression for a long awhile and am on my way to get 100% diagnosed with… https://t.co/u0vkSMiZyl,ofc  ive been struggling with depression for a long awhile and am on my way to get 100  diagnosed with  
1131,1131,feminist_RACHEL,United States,"Thanks so much for the supportive responses. Some additional info/context:

Kid has PTSD (asymptomatic now 🤞🏼), whi… https://t.co/Hzg1ArFlYk",thanks so much for the supportive response  some additional info  context  kid ha ptsd  asymptomatic now     whi  
1132,1132,TreviLePere,Johannesburg,"Depression is not a voluntary state of mind. Fuck you and your ""are you not grateful? "" claptrap. Stop gaslighting… https://t.co/WQVpnVZhCD",depression is not a voluntary state of mind  fuck you and your  are you not grateful   claptrap  stop gaslighting  
1133,1133,CrystlLace_2,Upstate NY,"@JadePrincessMew My ex is on a few different things, one for depression and something for anger and i don't know wh… https://t.co/JNMpPy8gBs",my ex is on a few different thing  one for depression and something for anger and i dont know wh  
1134,1134,WedsGee,New Zealand 🇳🇿,"@RepKatiePorter Excellent work 👏 👏
I'm a New Zealander that only recently has been diagnosed as suffering from ""com… https://t.co/0cRpZlO73g",excellent work   im a new zealander that only recently ha been diagnosed a suffering from  com  
1135,1135,teejayoctavia,World,"We need to stop this
Bipolar disorder
OCD
ADHD 
Depression etc self diagnosis.

These are actual mental illnesses t… https://t.co/kzc8eW9uwo",we need to stop this bipolar disorder ocd adhd depression etc self diagnosis  these are actual mental illness t  
1136,1136,Parcojas,He/Him 16,"6-Idk, I should go to therapy. But I haven’t been diagnosed with depression since I don’t go to therapy",6  idk  i should go to therapy  but i haven  t been diagnosed with depression since i don  t go to therapy
1137,1137,alexandrionascu,"Timişoara, România","How to fuck up your life and suffer no consequences:

1. Fuck up your life
2. Go to a specialist and say you feel s… https://t.co/XjccgGEYqf",how to fuck up your life and suffer no consequence  1  fuck up your life 2  go to a specialist and say you feel s  
1138,1138,Shubhanita2,Serampore,"Sushant has completely changed my life
He has filled my life with positivity
Gave me new hope to live
I was diagnos… https://t.co/vAKfzOtvrF",sushant ha completely changed my life he ha filled my life with positivity gave me new hope to live i wa diagnos  
1139,1139,uncursored,Italia,reminding once more that i am a diagnosed mentally ill person ( majorly ocd + ptsd &amp; depression ) and thus i have a… https://t.co/YCLq5U66RW,reminding once more that i am a diagnosed mentally ill person  majorly ocd  ptsd  depression  and thus i have a  
1140,1140,sstfuasshole,,@mrswhomeverheis What makes me mad is the people that joke about depression like wth? I’ve been diagnosed with seve… https://t.co/KnEcHRwHsf,what make me mad is the people that joke about depression like wth  i  ve been diagnosed with seve  
1141,1141,ThtsMjBabe,United States,@BPDFamily Diagnosed w/. Bpd and 10 weeks of group therapy woke me up from 10 years of depression and fog,diagnosed w   bpd and 10 week of group therapy woke me up from 10 year of depression and fog
1142,1142,Bronzebomber09,,"@Smerz97 @thatbadred @F_AName Hey thank you, some people want presents for Christmas but I’ve always wanted a Lovin… https://t.co/6abIQJBB3u",hey thank you  some people want present for christmas but i  ve always wanted a lovin  
1143,1143,b6ndaidz,3teen ✧ vent,@stinkylilboy ive known theres something wrong with me since i was like 6 but i got diagnosed at 9 with anxiety and… https://t.co/cHsaP0fg1K,ive known there something wrong with me since i wa like 6 but i got diagnosed at 9 with anxiety and  
1144,1144,sleepyreddd,He/him,"@rinibrainrot Did you know I’ve also got depression, self diagnosed thought I should mention :)",did you know i  ve also got depression  self diagnosed thought i should mention 
1145,1145,kaitwt_,she/they || 22 ,"oh! and this is coming from someone who has diagnosed depression and anxiety, takes medication for it, and used to… https://t.co/BYaj53rozL",oh  and this is coming from someone who ha diagnosed depression and anxiety  take medication for it  and used to  
1146,1146,GiveManNuffBun,(Near) Toronto ↔️ London,"same with this anxiety and depression trend. 

There are individuals who’ve clinically diagnosed &amp; having their spa… https://t.co/RqkMhcD67I",same with this anxiety and depression trend  there are individual who  ve clinically diagnosed  having their spa  
1147,1147,foxkienthusiast,she/her | 🦉,the good thing about depression in your teens is that you won't clearly remember shit bc all i can say i did for su… https://t.co/ykCtK98H3O,the good thing about depression in your teen is that you wont clearly remember shit bc all i can say i did for su  
1148,1148,artemis13kcal,bmi: 15.6 • ugw: 40kg • 170cm,"@stinkylilboy i was diagnosed with anxiety for the first time at 12, then at 17 with depression, anxiety again and… https://t.co/IDzyWwPlam",i wa diagnosed with anxiety for the first time at 12  then at 17 with depression  anxiety again and  
1149,1149,CrazyR0cky,"California, USA","@nodetact For sure I didn't mean to downplay anyone's struggles, or imply that my own struggles are anything signif… https://t.co/GLx73Cm8wu",for sure i didnt mean to downplay anyones struggle  or imply that my own struggle are anything signif  
1150,1150,Omoigbadun,"Houston, TX",@jaerosae Or people saying they're  bipolar and as someone actually diagnosed with bipolar depression I-,or people saying theyre bipolar and a someone actually diagnosed with bipolar depression i 
1151,1151,thatsilkscarf,"Lagos, Nigeria",Very terrible place and the nonsense starts from their rigorous training school. My friend almost lost her life wor… https://t.co/ECWaO9l1jH,very terrible place and the nonsense start from their rigorous training school  my friend almost lost her life wor  
1152,1152,seoksrz,7TEEN - s-nsfw - bi,@R0M41S4 ONLINE THE FIRST FEW MONTHS I DID IRL I GOT DIAGNOSED WKTH AN AUDIO PROCESSING DISORDER AND DEPRESSION LMAOOOO,online the first few months i did irl i got diagnosed wkth an audio processing disorder and depression lmaoooo
1153,1153,miyafour,,"tw // mental illness , depression , anxiety

hi! I just wanna help normalizing talking about mental health so I'll… https://t.co/vdLArYhT1V",tw   mental illness  depression  anxiety hi  i just wanna help normalizing talking about mental health so ill  
1154,1154,playgirlcrook,"I'LL FAKE GOD, I'LL FAKE GOD ",i am diagnosed with bipolar disorder (depression) but I think I have some form of OCD or anxiety but i wont know https://t.co/kh5mnKpnLH,i am diagnosed with bipolar disorder  depression  but i think i have some form of ocd or anxiety but i wont know 
1155,1155,thinnprettyx,she/her,This is why it took so long for me to be diagnosed with depression and anxiety. Only when I left school and couldn'… https://t.co/Gr1dx2KJeb,this is why it took so long for me to be diagnosed with depression and anxiety  only when i left school and couldn   
1156,1156,ChiiTenshii,Bed,"4 years ago: Obesity that almost killed me due to untreated depression, forced to psychiatry, freshly diagnosed, re… https://t.co/AMhSjAkzRl",4 year ago  obesity that almost killed me due to untreated depression  forced to psychiatry  freshly diagnosed  re  
1157,1157,Viseleaux,,//One thing I'm afraid of what the psychiatrist that is thankfully still there is that they may come to the conclus… https://t.co/uDTGZ5CHA9,  one thing im afraid of what the psychiatrist that is thankfully still there is that they may come to the conclus  
1158,1158,Aikzyx,In A Savanna Somewhere,I would like to be open with my community so I would like to start by announcing a very sensitive topic of mine. 2… https://t.co/5w50xDyDB2,i would like to be open with my community so i would like to start by announcing a very sensitive topic of mine  2  
1159,1159,sempre_sarah2,,@jaerosae Cus the self-diagnosed ‘I have severe anxiety and depression’ pool is over saturated.  It’s a mess.,cus the selfdiagnosed  i have severe anxiety and depression  pool is over saturated  it  s a mess 
1160,1160,aidennaden,ur moms place,"me: diagnosed with depression 
Also me: 10 signs that shows someone has depression",me  diagnosed with depression also me  10 sign that show someone ha depression
1161,1161,cyberkcal,bmi: 15.9,"@Eidolonite diagnosed w adhd and anxiety, and i’m supposed to go to a psychiatrist again bc apparently most likely… https://t.co/3iV57V1pVV",diagnosed w adhd and anxiety  and i  m supposed to go to a psychiatrist again bc apparently most likely  
1162,1162,fastingfr0g, they/them ♡ 14,also im 99% sure i have depression but i dont wanna seem like those edgy kids that feel bad once and then self diag… https://t.co/lE2FZw78a9,also im 99  sure i have depression but i dont wanna seem like those edgy kid that feel bad once and then self diag  
1163,1163,DRUGGYDIET,★ tw // vent edtwt 19 she/her,"i was diagnosed with depression at 10, panic disorder at 12, ptsd at 16, and bipolar disorder at 19 🥲 https://t.co/MVf892I4ze",i wa diagnosed with depression at 10  panic disorder at 12  ptsd at 16  and bipolar disorder at 19 u0001f972 
1164,1164,KaiTyquiengco,,"Kind of ironic that the dude that made the happy meal was diagnosed with clinical depression
#idaho #slimjim #meatgang",kind of ironic that the dude that made the happy meal wa diagnosed with clinical depression idaho slimjim meatgang
1165,1165,justhitpley,Germany,This whole damn episode diagnosed me w depression https://t.co/i5h17E7VKK,this whole damn episode diagnosed me w depression 
1166,1166,IsMuddy,Army for me,"@InSouIts yeah man just let me know if you ever want to talk, depression is a hard thing that unfortunately a lot o… https://t.co/6tDW7GUO95",yeah man just let me know if you ever want to talk  depression is a hard thing that unfortunately a lot o  
1167,1167,flymetonamjoon,~She~He~They~18~,I’m still not clinically diagnosed with depression because I don’t have the guts to tell my parents... I just don’t know what to do.,i  m still not clinically diagnosed with depression because i don  t have the gut to tell my parent  i just don  t know what to do 
1168,1168,sunflowerqis,Selangor,no offense but is it possible someone who has diagnosed with depression can be a psychopath like to buat orang rasa… https://t.co/gi1TOUqJKA,no offense but is it possible someone who ha diagnosed with depression can be a psychopath like to buat orang rasa  
1169,1169,tattedszns,PARODY 21+  ND,"|| Most of my friends know i suffer from anxiety, depression, adhd, etc. I’m diagnosed with bipolar 2.(below it get… https://t.co/wnu9zi8sSY",  most of my friend know i suffer from anxiety  depression  adhd  etc  i  m diagnosed with bipolar 2   below it get  
1170,1170,julesmelio,she ! they • bi • 🇵🇸,"+ at this point she had stopped the ""pranks"" and things were almost back like they used to. she then told me that t… https://t.co/Xohr2pCqfv", at this point she had stopped the  prank  and thing were almost back like they used to  she then told me that t  
1171,1171,theandrewglover,"Wollongong, Australia",@ETVPod @C_Kavanagh @0gPhilosophy @LetterWiki But she’s skeptical of the surge in cases of diagnosed gender dysphor… https://t.co/o7fJD1wiPU,but she  s skeptical of the surge in case of diagnosed gender dysphor  
1172,1172,MobiusLooped,Space Internet,"@failOpen As someone who was only this year diagnosed with adhd (I'm mid-30s), it can definitely be in the backgrou… https://t.co/XK5iPsWBeV",as someone who wa only this year diagnosed with adhd  im mid  30   it can definitely be in the backgrou  
1173,1173,keara_amani,"Atlanta, GA",@goodideasdotgov @that_tequila @AdhdAngsty I just took the symptom checker and holy crap... I’ve been diagnosed w A… https://t.co/vWqWTJistx,i just took the symptom checker and holy crap  i  ve been diagnosed w a  
1174,1174,kathyannbryant,South Florida,@BruceVH Love this! Just sent to my young son suffers depression/anxiety and just diagnosed with cancer.. I BELIEVE… https://t.co/THo6B15MjS,love this  just sent to my young son suffers depression  anxiety and just diagnosed with cancer  i believe  
1175,1175,AtsuyoVA,♡ banner: @nerdy_arty_,"4 years ago: in an abusive household, diagnosed w/ clinical depression, struggling with my identity, failing school… https://t.co/um6z2x5gr8",4 year ago  in an abusive household  diagnosed w  clinical depression  struggling with my identity  failing school  
1176,1176,sunlitsteve,she/her | 21 | SCOOPSNATION❥,@finnfilms_ @THE1EL3VEN @daintymayfield that’s all i have to say on the matter i’m not getting involved anymore i j… https://t.co/BilWv2N71M,that  s all i have to say on the matter i  m not getting involved anymore i j  
1177,1177,SpiritualWeenie,Oregon,@lorazepamfam Fascinating indeed. I enjoy stumbling on stuff like this. I've been evaluated and diagnosed twice now… https://t.co/reOB4OFnMw,fascinating indeed  i enjoy stumbling on stuff like this  ive been evaluated and diagnosed twice now  
1178,1178,CatboyHrry,pinkrry ♡ ♡ ♡ SEND EDITS NOW.,"anxiety, seasonal depression, and maybe some ptsd but that’s just self diagnosed https://t.co/xAPsS9uVaM",anxiety  seasonal depression  and maybe some ptsd but that  s just self diagnosed 
1179,1179,Dot_Hep,"Sydney, New South Wales",(4/6) Unsurprisingly my GP has diagnosed me with depression - and so I've been navigating what mental ill health lo… https://t.co/3H1JZpyQHJ, 46  unsurprisingly my gp ha diagnosed me with depression  and so ive been navigating what mental ill health lo  
1180,1180,obese_dyke,,"self diagnosed with severe depression, anxiety, add, insomnia, ocd, antisocial personality disorder, ptsd, bipolar disorder, &amp; schizophrenia",self diagnosed with severe depression  anxiety  add  insomnia  ocd  antisocial personality disorder  ptsd  bipolar disorder   schizophrenia
1181,1181,pinkryujin,bts ; ggs,spotify ai diagnosed me with depression https://t.co/oz4poBwnxs,spotify ai diagnosed me with depression 
1182,1182,supercreeeps,"Bristol, England","@pokimanelol https://t.co/D3zIgooPK7
You honestly don’t have to but your streams have made me smile through me havi… https://t.co/wgPVDXYLBg", you honestly don  t have to but your stream have made me smile through me havi  
1183,1183,DigglesMother,"The Hague, The Netherlands",@cyannbloo It’s really difficult to tell at times. I’ve been diagnosed with depression since I was seven years old.… https://t.co/eemyf92PxK,it  s really difficult to tell at time  i  ve been diagnosed with depression since i wa seven year old   
1184,1184,technoskald,"Dallas, TX",14. I spent so much time coordinating their health care that it began to feel like a second job. Parents always say… https://t.co/2UdNF45357,14  i spent so much time coordinating their health care that it began to feel like a second job  parents always say  
1185,1185,softpanwitch,✨🍄✨,"me, to myself: ugh its like im always in subdrop
me:
me: OH MY GOD IM LITERALLY DIAGNOSED WITH DEPRESSION",me  to myself  ugh it like im always in subdrop me  me  oh my god im literally diagnosed with depression
1186,1186,Calsingapore,Singapore,"Follow Karen, CAL’s Volunteer Manager as she shares about her caregiving journey caring for her son who is diagnose… https://t.co/HWhLut0prN",follow karen  cal  s volunteer manager a she share about her caregiving journey caring for her son who is diagnose  
1187,1187,prdseuls,more gotvelvet aus here. 🤍,"sorry, i’ve been slow with updates to the aus &amp; prompts i owe. i’ll be transparent; i was diagnosed with double dep… https://t.co/V1uS6sBEHS",sorry  i  ve been slow with update to the au  prompt i owe  i  ll be transparent  i wa diagnosed with double dep  
1188,1188,snookssec,Boston Area,"@failOpen Also, I second what @PaulM said. For me, it was easy as I was diagnosed as a child. Lots of crossover sym… https://t.co/aAIlei5XMp",also  i second what said  for me  it wa easy a i wa diagnosed a a child  lots of crossover sym  
1189,1189,frail_boy,,lol. i dont want to hear you say you have depression unless youve been literally diagnosed with it. more than half… https://t.co/gdtjkFQCpZ,lol  i dont want to hear you say you have depression unless youve been literally diagnosed with it  more than half  
1190,1190,FelanRicky,,@Under_Ach1ever I feel you brother. I was diagnosed with severe depression and anxiety. It’s terrible.,i feel you brother  i wa diagnosed with severe depression and anxiety  it  s terrible 
1191,1191,AmayaPlayzRH,,@SomeoneNewYT1 @cybernova She tweeted she was diagnosed with depression since the age of 10 plus she took a really… https://t.co/KMUKstC2LP,she tweeted she wa diagnosed with depression since the age of 10 plus she took a really  
1192,1192,cmkenny3,"Portland, OR","@mdnij34 I’ve suffered from depression my whole life. Diagnosed at 11. I’m 63. If I go off my meds, it’s a downward… https://t.co/hDKRXmHtYW",i  ve suffered from depression my whole life  diagnosed at 11  i  m 63  if i go off my med  it  s a downward  
1193,1193,igetnopussy99,jeff,(2/2) she is one of the people that spawned this whole culture of teens who self diagnosed themselves with shit lik… https://t.co/rx0obq0pr8, 22  she is one of the people that spawned this whole culture of teen who self diagnosed themselves with shit lik  
1194,1194,Claudia__Yvette,"El Paso, TX",Got diagnosed with postpartum depression today. I’m scared to what to expect as Belen and Marcus grow... cause I’m really struggling.,got diagnosed with postpartum depression today  i  m scared to what to expect a belen and marcus grow  cause i  m really struggling 
1195,1195,ChristianAllen1,"Gardena, CA","So, after going to get some help from some Mental Health experts a couple of weeks ago, I have been diagnosed with… https://t.co/Qb76X1mB0F",so  after going to get some help from some mental health expert a couple of week ago  i have been diagnosed with  
1196,1196,aegwynntirisfal,Canada,"I was diagnosed with OCD, anxiety, and depression 13 years ago. I tried many medications, as many as 20 before I fi… https://t.co/0OoJP9GyjA",i wa diagnosed with ocd  anxiety  and depression 13 year ago  i tried many medication  a many a 20 before i fi  
1197,1197,kitticutz,they/them,@stinkylilboy diagnosed w depression when i was 11 and i’ve been cutting since then too. diagnosed BPD as well,diagnosed w depression when i wa 11 and i  ve been cutting since then too  diagnosed bpd a well
1198,1198,lynn_jonica,"Clarendon, Texas","@minerrale I am a person living with depression, anxiety, C-Ptsd (which is diagnosed as regular PTSD), and have bee… https://t.co/ivxansB0zy",i am a person living with depression  anxiety  cptsd  which is diagnosed a regular ptsd   and have bee  
1199,1199,GingiesMom,Somewhere in GA,"@liquid_gaming_ @Under_Ach1ever This!!
I thought I had full-blown depression, but I was diagnosed with ""adjustment… https://t.co/jNtJVOJdNM",this   i thought i had fullblown depression  but i wa diagnosed with  adjustment  
1200,1200,Under_Ach1ever,,"I'm starting to wonder if I have actual depression. Like, with the need to have it diagnosed. Like most people, I'v… https://t.co/HVKEIizS8t",im starting to wonder if i have actual depression  like  with the need to have it diagnosed  like most people  iv  
1201,1201,ash_c_oleary,,Y’all ever have a moment where you’re like “I know I was diagnosed with anxiety but I don’t think I have it anymore… https://t.co/m4fuQzrdrF,y  all ever have a moment where you  re like  i know i wa diagnosed with anxiety but i don  t think i have it anymore  
1202,1202,tylerrwebster,"Bowling Green, KY","@Azzdog1 I feel your pain. I battled with it for the majority of my life. Was diagnosed with ptsd, depression, anxi… https://t.co/3f1fqywuIo",i feel your pain  i battled with it for the majority of my life  was diagnosed with ptsd  depression  anxi  
1203,1203,Crys_the_Hybrid,"Cambridge, England",@TobilTop Oh gosh yeah. I lost about 12kg of weight last year. I gained it all back this year. (plus being diagnose… https://t.co/UKfQV0C9tH,oh gosh yeah  i lost about 12kg of weight last year  i gained it all back this year   plus being diagnose  
1204,1204,EvieAsterwyn,New Zealand,@BStubbles Me! I've been diagnosed with Generalized Anxiety Disorder and it's a nightmare to deal with. I also have… https://t.co/4pOQHn8e9t,me  ive been diagnosed with generalized anxiety disorder and its a nightmare to deal with  i also have  
1205,1205,cerealsauce420,america :(,@CupToast thanks crumb. i got diagnosed with depression and anxiety today. i'll try to have a good one 👍,thanks crumb  i got diagnosed with depression and anxiety today  ill try to have a good one 
1206,1206,juhotify,she/her ,told my mom i have severe clinical depression and she said whoeber diagnosed you is wrong when u want u laugh a lot… https://t.co/Yk6itHDF42,told my mom i have severe clinical depression and she said whoeber diagnosed you is wrong when u want u laugh a lot  
1207,1207,g0rdiiz,georgia,@KimKardashian Single mom here of 2 kids working a $7.25/hr job 25-30 hrs a week!I barely make ends meet!This would… https://t.co/j5PgAA0sDs,single mom here of 2 kid working a  725  hr job 2530 hr a week  i barely make end meet  this would  
1208,1208,g0rdiiz,georgia,@KimKardashian Hi Kim!I’m a single mom of 2 kids working a $7.25/hr job 25-30 hrs a week so I barely make ends meet… https://t.co/QxSe7cr4In,hi kim  i  m a single mom of 2 kid working a  725  hr job 2530 hr a week so i barely make end meet  
1209,1209,JoseLuisCarb,Southern Water Tribe,"Today I officially have been diagnosed with Sleep Apnea. 
According to the ASAA, sleep apnea can have long-term eff… https://t.co/WQOFbtUpj3",today i officially have been diagnosed with sleep apnea  according to the asaa  sleep apnea can have longterm eff  
1210,1210,iKissSieun,18 • dagc,Lana is not ass ur r just not depressed — the way i have diagnosed severe depression👯lana is just bad https://t.co/IH4dNVkX3A,lana is not as ur r just not depressed  the way i have diagnosed severe depression  lana is just bad 
1211,1211,offbyoni,K-Town,"CN mental health

Small life update from me:
I've been doing okay most of the year.

A few weeks ago, I've been dia… https://t.co/daUn3UPR8D",cn mental health small life update from me  ive been doing okay most of the year  a few week ago  ive been dia  
1212,1212,fiishyo,19 | she/her | 👖,"@pokimanelol My brother was recently diagnosed with depression and this year has been crazy, so i wanted to get her… https://t.co/n7JgD4vEkO",my brother wa recently diagnosed with depression and this year ha been crazy  so i wanted to get her  
1213,1213,ladeehcares,"Redlands, CA","If u're born in Nigeria, u are automatically diagnosed with depression

NEPA, insecurity, etc. This for everyone is… https://t.co/5BzNlnLxUE",if ure born in nigeria  u are automatically diagnosed with depression nepa  insecurity  etc  this for everyone is  
1214,1214,eddy2pety,,2020 was an interesting one I felt really depressed about 3 months ago and getting diagnosed with severe depression… https://t.co/9dqGRDn3mH,2020 wa an interesting one i felt really depressed about 3 month ago and getting diagnosed with severe depression  
1215,1215,MichaelaDwyerr,,"@LetLiveMia @BpdBryan @BPDFamily yes! my diagnosis was just depression, anxiety and adhd for a long time but it see… https://t.co/nZ0YZMY7hW",yes  my diagnosis wa just depression  anxiety and adhd for a long time but it see  
1216,1216,N3TH3RBRICK,SHE⌁HER,"@simpgogy i like :/ when they make the love interest be the “solution” to depression, bc as someone who has been di… https://t.co/fHk1Bxzg2q",i like  when they make the love interest be the  solution  to depression  bc a someone who ha been di  
1217,1217,shittyasshari,,I've been diagnosed with depression and anxiety 2 years ago but being lefthanded is by far my biggest curse,ive been diagnosed with depression and anxiety 2 year ago but being lefthanded is by far my biggest curse
1218,1218,xoxoweanna,Where Im Meant To Be ,"Give your life to Christ. He delivers you from your depression. I was diagnosed , given my ""happy "" meds. DIDNT WOR… https://t.co/GVZ2ywRd3b",give your life to christ  he delivers you from your depression  i wa diagnosed  given my  happy  med  didnt wor  
1219,1219,LutherStarks19,"Omaha, NE",@icepuck2 @scolegit13 @TomPelissero Businesses would be thriving...suicide &amp; divorce rates would be down. Preventab… https://t.co/4msbmbnFad,businesses would be thriving  suicide  divorce rate would be down  preventab  
